,MSSubClass,LotFrontage,LotArea,Street,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,Id,lat,lon,IsRegularLotShape,IsLandLevel,IsLandSlopeGentle,IsElectricalSBrkr,IsGarageDetached,IsPavedDrive,HasShed,Remodeled,RecentRemodel,VeryNewHouse,HasMasVnr,HasWoodDeck,HasOpenPorch,HasEnclosedPorch,Has3SsnPorch,HasScreenPorch,OverallGrade,GarageGrade,ExterGrade,KitchenScore,FireplaceScore,GarageScore,PoolScore,TotalBath,AllSF,AllFlrsSF,AllPorchSF,SaleCondition_PriceDown,BoughtOffPlan,1stFlr_2ndFlr_Sf,All_Liv_SF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_1,Alley_2,Alley_None,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,GarageFinish_Fin,GarageFinish_No,GarageFinish_RFn,GarageFinish_Unf,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_No,MiscFeature_Gar2,MiscFeature_No,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
0,2.885846472488202,5.831327892742091,19.212182313188084,1.1943176378757767,1.8203341036428238,1.8203341036428238,1.5409627556327752,2.440268378362637,2.055641538058108,14.187526814497952,14.187526814497952,8.059125775508376,1.8203341036428238,1.5409627556327752,1.8203341036428238,1.5409627556327752,0.0,2.2596737867230705,11.170326790619496,0.7304631471189666,0.0,7.483295642295591,11.69262258528247,2.055641538058108,11.69262258528247,11.686189379390555,0.0,13.698887979000148,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.7304631471189666,1.8203341036428238,2.6025944687727294,2.6025944687727294,0.0,0.0,14.187526814497952,1.1943176378757767,10.506270963009685,1.5409627556327752,1.5409627556327752,1.1943176378757767,0.0,5.7146689026506605,0.0,0.0,0.0,0.0,0.0,0.0,1.8203341036428238,1.1943176378757767,1,42.021051,-93.685643,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.0,0.7304631471189666,0.0,0.0,0.0,0.0,0.7304631471189666,0.7304631471189666,0.0,0.7304631471189666,0.7304631471189666,0.7304631471189666,4.745132396064701,2.750250297485029,3.128238685769432,1.8203341036428238,0.0,13.579071983237592,0.0,1.6872592197086782,14.976590572395713,13.698887979000148,5.7146689026506605,0.0,0.0,2.514490098839253,2.5151979868221463,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2.055641538058108,6.221213632878419,19.71220477890197,1.1943176378757767,1.8203341036428238,1.8203341036428238,1.5409627556327752,2.2596737867230705,2.6025944687727294,14.145138012244155,14.145138012244155,0.0,1.5409627556327752,1.5409627556327752,1.8203341036428238,1.5409627556327752,1.5409627556327752,2.055641538058108,12.062831653433358,0.7304631471189666,0.0,8.897843946804546,12.792276226358874,2.055641538058108,12.792276226358874,0.0,0.0,12.792276226358874,0.0,0.7304631471189666,1.1943176378757767,0.0,1.5409627556327752,0.7304631471189666,1.5409627556327752,2.2596737867230705,2.6025944687727294,0.7304631471189666,1.5409627556327752,14.145138012244155,1.1943176378757767,10.06209830903299,1.5409627556327752,1.5409627556327752,1.1943176378757767,9.010205578972315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.440268378362637,0.7304631471189666,2,42.040106,-93.657032,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.0,0.7304631471189666,0.0,0.0,0.0,0.0,0.0,0.0,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.7304631471189666,5.285266416806648,2.750250297485029,2.750250297485029,1.5409627556327752,1.5409627556327752,13.054735647204454,0.0,1.3782017963726023,14.923099981574879,12.792276226358874,0.0,0.0,0.0,2.4642076643752127,2.46515593147119,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,2.885846472488202,5.914940018959451,20.347240908682487,1.1943176378757767,1.5409627556327752,1.8203341036428238,1.5409627556327752,2.440268378362637,2.055641538058108,14.184403604277843,14.185965540731983,7.6465380079030645,1.8203341036428238,1.5409627556327752,1.8203341036428238,1.5409627556327752,0.7304631471189666,2.2596737867230705,10.200342662007953,0.7304631471189666,0.0,9.917059938656934,11.89203905911452,2.055641538058108,11.89203905911452,11.724598476197201,0.0,13.83208545463177,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.7304631471189666,1.8203341036428238,2.2596737867230705,2.6025944687727294,0.7304631471189666,1.5409627556327752,14.184403604277843,1.1943176378757767,10.775536258885502,1.5409627556327752,1.5409627556327752,1.1943176378757767,0.0,5.0533710494211155,0.0,0.0,0.0,0.0,0.0,0.0,3.011340243262834,1.1943176378757767,3,42.021051,-93.685643,0.0,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.0,0.7304631471189666,0.0,0.7304631471189666,0.0,0.0,0.7304631471189666,0.7304631471189666,0.0,0.7304631471189666,0.7304631471189666,0.7304631471189666,4.745132396064701,2.750250297485029,3.128238685769432,1.8203341036428238,1.5409627556327752,13.896887111612605,0.0,1.6872592197086782,15.149677653282357,13.83208545463177,5.0533710494211155,0.0,0.0,2.521562091362558,2.5222409224302473,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3,3.011340243262834,5.684506656824126,19.691552676807884,1.1943176378757767,1.5409627556327752,1.8203341036428238,1.5409627556327752,2.440268378362637,2.055641538058108,14.047528636178493,14.135651502935826,0.0,1.5409627556327752,1.5409627556327752,1.5409627556327752,1.8203341036428238,0.0,2.055641538058108,8.274265741119429,0.7304631471189666,0.0,10.468499910096941,11.354094166792635,1.8203341036428238,12.013683020322897,11.354094166792635,0.0,13.711364159471431,0.7304631471189666,0.0,0.7304631471189666,0.0,1.5409627556327752,0.7304631471189666,1.8203341036428238,2.440268378362637,2.6025944687727294,0.7304631471189666,1.8203341036428238,14.179713812657004,1.5409627556327752,10.918252927785405,1.5409627556327752,1.5409627556327752,1.1943176378757767,0.0,4.745132396064701,8.797735592116597,0.0,0.0,0.0,0.0,0.0,1.8203341036428238,0.0,4,42.025949,-93.620215,0.0,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.0,0.7304631471189666,0.0,0.0,0.0,0.7304631471189666,0.0,0.0,0.7304631471189666,0.7304631471189666,4.745132396064701,2.750250297485029,2.750250297485029,1.8203341036428238,1.8203341036428238,14.065323689235763,0.0,1.1943176378757767,14.857120810745197,13.711364159471431,9.080098411791417,0.7304631471189666,0.0,2.5151557849824555,2.515860891562601,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4,2.885846472488202,6.314734756825906,21.32515985291932,1.1943176378757767,1.5409627556327752,1.8203341036428238,1.5409627556327752,2.6025944687727294,2.055641538058108,14.182841004523032,14.182841004523032,9.391827134755262,1.8203341036428238,1.5409627556327752,1.8203341036428238,1.5409627556327752,1.1943176378757767,2.2596737867230705,10.971129399749735,0.7304631471189666,0.0,10.221051196470764,12.510587913259403,2.055641538058108,12.510587913259403,12.271364745626231,0.0,14.480029495615659,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,1.8203341036428238,0.7304631471189666,1.8203341036428238,2.750250297485029,2.6025944687727294,0.7304631471189666,1.5409627556327752,14.182841004523032,1.5409627556327752,11.627707599932261,1.5409627556327752,1.5409627556327752,1.1943176378757767,8.013883697367245,6.314734756825906,0.0,0.0,0.0,0.0,0.0,0.0,1.5409627556327752,1.1943176378757767,5,42.050307,-93.656045,0.0,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.0,0.7304631471189666,0.0,0.0,0.0,0.0,0.7304631471189666,0.0,0.0,0.7304631471189666,0.7304631471189666,0.7304631471189666,4.969939052451073,2.750250297485029,3.128238685769432,1.8203341036428238,1.5409627556327752,14.90252353394085,0.0,1.6872592197086782,15.852311573332502,14.480029495615659,6.314734756825906,0.0,0.0,2.5549031280321137,2.5554587531452895,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,2.750250297485029,6.337529394588084,21.282282796539835,1.1943176378757767,1.5409627556327752,1.8203341036428238,1.5409627556327752,2.055641538058108,2.055641538058108,14.171884182186483,14.175018034740056,0.0,1.5409627556327752,1.5409627556327752,1.8203341036428238,1.5409627556327752,0.0,2.2596737867230705,11.267216541031873,0.7304631471189666,0.0,5.80273872401839,11.493820273589396,2.055641538058108,11.493820273589396,10.589574424774424,0.0,13.015962914755876,0.7304631471189666,0.0,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.7304631471189666,1.5409627556327752,2.055641538058108,2.6025944687727294,0.0,0.0,14.171884182186483,1.1943176378757767,10.169007130464756,1.5409627556327752,1.5409627556327752,1.1943176378757767,4.969939052451073,4.492017742920502,0.0,9.178050664421775,0.0,0.0,0.0,11.147538247731708,0.7304631471189666,1.5409627556327752,6,42.031307,-93.626967,0.0,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.0,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.0,0.0,0.0,0.0,0.0,0.7304631471189666,0.0,0.7304631471189666,4.2014612941903655,2.750250297485029,2.750250297485029,1.5409627556327752,0.0,13.180948839543527,0.0,1.3782017963726023,14.421879332825283,13.015962914755876,9.391827134755262,0.0,0.0,2.4769760823202684,2.4778573247537605,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6,2.055641538058108,6.098626104970388,19.907528872852918,1.1943176378757767,1.8203341036428238,1.8203341036428238,1.5409627556327752,2.6025944687727294,2.055641538058108,14.189087426187385,14.19064737641105,7.944502934774821,1.8203341036428238,1.5409627556327752,2.055641538058108,1.5409627556327752,1.1943176378757767,2.2596737867230705,13.031092624489567,0.7304631471189666,0.0,9.15574970587587,13.655780507688625,2.055641538058108,13.670207259396387,0.0,0.0,13.670207259396387,0.7304631471189666,0.0,1.1943176378757767,0.0,1.5409627556327752,0.7304631471189666,1.8203341036428238,2.440268378362637,2.6025944687727294,0.7304631471189666,1.8203341036428238,14.189087426187385,1.1943176378757767,10.89354133302396,1.5409627556327752,1.5409627556327752,1.1943176378757767,8.64931139996047,5.59142712460611,0.0,0.0,0.0,0.0,0.0,0.0,2.885846472488202,0.7304631471189666,7,42.052191,-93.643479,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.0,0.7304631471189666,0.0,0.7304631471189666,0.0,0.0,0.7304631471189666,0.0,0.0,0.7304631471189666,0.7304631471189666,0.7304631471189666,4.969939052451073,2.750250297485029,3.128238685769432,1.8203341036428238,1.8203341036428238,14.036159245398787,0.0,1.5409627556327752,15.889511511710909,13.670207259396387,5.59142712460611,0.0,0.0,2.5129572068592165,2.5136715366895293,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7,2.885846472488202,6.221213632878419,20.023861568757013,1.1943176378757767,1.5409627556327752,1.8203341036428238,1.5409627556327752,2.440268378362637,2.2596737867230705,14.140397821243571,14.140397821243571,8.511219710154148,1.5409627556327752,1.5409627556327752,1.8203341036428238,1.5409627556327752,0.7304631471189666,2.055641538058108,11.702248507491014,1.8203341036428238,4.597156711708115,8.274265741119429,12.413831308023239,2.055641538058108,12.413831308023239,12.077149047696548,0.0,14.320888266014626,0.7304631471189666,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,0.7304631471189666,1.5409627556327752,2.440268378362637,2.6025944687727294,1.1943176378757767,1.5409627556327752,14.140397821243571,1.1943176378757767,10.189934126006927,1.5409627556327752,1.5409627556327752,1.1943176378757767,8.463563732298573,8.147315588624346,8.39538258223558,0.0,0.0,0.0,0.0,9.391827134755262,1.1943176378757767,1.5409627556327752,8,42.051321,-93.633798,0.0,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.0,0.7304631471189666,0.7304631471189666,0.0,0.0,0.0,0.7304631471189666,0.0,0.0,0.0,0.7304631471189666,0.7304631471189666,5.0533710494211155,2.750250297485029,2.750250297485029,1.5409627556327752,2.2596737867230705,13.205653844855341,0.0,1.6872592197086782,15.702021223515466,14.320888266014626,9.905600473990324,0.0,0.0,2.5468725213371024,2.5474558430700416,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8,2.750250297485029,5.392276337227255,17.98987134386776,1.1943176378757767,1.8203341036428238,1.8203341036428238,1.5409627556327752,2.440268378362637,2.055641538058108,14.073383820784445,14.103851511653946,0.0,1.5409627556327752,1.5409627556327752,1.5409627556327752,1.5409627556327752,0.0,0.7304631471189666,0.0,0.7304631471189666,0.0,11.987363555250518,11.987363555250518,1.8203341036428238,12.186750882025454,11.339778687893531,0.0,13.811378405864021,0.0,0.0,1.1943176378757767,0.0,1.1943176378757767,1.1943176378757767,1.5409627556327752,2.6025944687727294,2.440268378362637,1.1943176378757767,1.5409627556327752,14.073383820784445,1.1943176378757767,10.105326135535595,1.1943176378757767,1.5409627556327752,1.1943176378757767,6.448232316019433,0.0,8.158132683068054,0.0,0.0,0.0,0.0,0.0,2.2596737867230705,1.1943176378757767,9,42.028863,-93.615497,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.0,0.7304631471189666,0.7304631471189666,0.0,0.7304631471189666,0.0,0.0,0.0,0.0,0.7304631471189666,0.0,0.7304631471189666,0.7304631471189666,4.745132396064701,2.2596737867230705,2.750250297485029,2.2596737867230705,2.2596737867230705,11.940047219715815,0.0,1.1943176378757767,15.173779778858885,13.811378405864021,8.158132683068054,0.7304631471189666,0.0,2.5204677112359133,2.5211509683890165,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
9,1.8203341036428238,5.357203202420049,18.712543705168287,1.1943176378757767,1.8203341036428238,1.8203341036428238,1.5409627556327752,2.055641538058108,2.2596737867230705,14.086243227218915,14.103851511653946,0.0,1.5409627556327752,1.5409627556327752,1.5409627556327752,1.5409627556327752,0.0,2.2596737867230705,11.676515545860786,0.7304631471189666,0.0,7.338607270038526,12.099928771272056,2.055641538058108,12.335431399519656,0.0,0.0,12.335431399519656,0.7304631471189666,0.0,0.7304631471189666,0.0,1.1943176378757767,1.1943176378757767,1.5409627556327752,2.055641538058108,2.6025944687727294,1.1943176378757767,1.5409627556327752,14.086243227218915,0.7304631471189666,8.158132683068054,1.8203341036428238,1.5409627556327752,1.1943176378757767,0.0,1.8203341036428238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1943176378757767,10,42.03359,-93.627552,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.7304631471189666,0.0,0.7304631471189666,0.0,0.7304631471189666,0.0,0.0,0.0,0.7304631471189666,0.0,0.7304631471189666,0.7304631471189666,0.7304631471189666,4.492017742920502,3.128238685769432,2.750250297485029,2.2596737867230705,2.2596737867230705,11.574819345696639,0.0,1.1943176378757767,14.287616792935944,12.335431399519656,1.8203341036428238,0.0,0.0,2.437339439289744,2.438443588659747,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
